"sale_con_amigos";"alcohol_semanal";"clases_particulares = no";"clases_particulares = si";"quiere_educ_superior = si";"quiere_educ_superior = no";"asignaturas_perdidas";"ausencias";"nota_final"
1.0;0.5;1.0;0.0;1.0;0.0;0.0;0.05333333333333334;0.7
1.0;0.25;1.0;0.0;0.0;1.0;0.0;0.16;0.5
1.0;0.5;1.0;0.0;1.0;0.0;0.0;0.21333333333333335;0.6
1.0;0.5;1.0;0.0;0.0;0.0;0.0;0.13333333333333333;0.8
0.5;0.0;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.65
0.25;0.25;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.9
1.0;0.25;1.0;0.0;1.0;0.0;0.0;0.10666666666666667;0.75
0.5;0.0;1.0;0.0;1.0;0.0;0.0;0.08;0.8
0.75;0.5;1.0;0.0;0.0;0.0;0.0;0.08;0.6
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.2;0.5
0.75;0.75;1.0;0.0;1.0;0.0;0.0;0.08;0.6
0.75;0.0;1.0;0.0;1.0;0.0;0.3333333333333333;0.02666666666666667;0.65
0.5;0.0;1.0;0.0;1.0;0.0;0.0;0.10666666666666667;0.75
0.5;0.5;1.0;0.0;0.0;1.0;0.3333333333333333;0.0;0.5
0.5;0.25;1.0;0.0;0.0;0.0;0.0;0.0;0.5
0.75;0.75;1.0;0.0;0.0;1.0;0.0;0.13333333333333333;0.55
0.75;0.75;1.0;0.0;1.0;0.0;0.0;0.29333333333333333;0.5
0.75;0.75;1.0;0.0;1.0;0.0;0.0;0.24;0.65
0.25;0.0;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.9
0.75;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.65
1.0;0.25;1.0;0.0;1.0;0.0;0.0;0.16;0.7
0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.13333333333333333;0.7
0.5;0.25;1.0;0.0;1.0;0.0;0.0;0.0;0.6
0.5;0.25;1.0;0.0;1.0;0.0;0.0;0.0;0.9
0.5;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.7
0.75;0.5;1.0;0.0;1.0;0.0;0.0;0.0;0.75
0.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.85
0.25;0.75;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.8
0.25;0.25;1.0;0.0;1.0;0.0;0.0;0.0;0.9
0.25;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.95
0.25;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.75
0.5;0.5;1.0;0.0;1.0;0.0;0.0;0.0;0.75
0.75;0.5;1.0;0.0;0.0;0.0;0.0;0.02666666666666667;0.65
1.0;0.25;1.0;0.0;1.0;0.0;0.0;0.0;0.7
0.5;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.85
0.25;0.25;1.0;0.0;1.0;0.0;0.0;0.0;0.85
0.75;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.75
0.0;0.25;1.0;0.0;1.0;0.0;0.0;0.0;0.65
0.75;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.4
0.5;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.8
0.25;0.25;1.0;0.0;1.0;0.0;0.0;0.0;0.9
0.0;0.0;1.0;0.0;1.0;0.0;0.3333333333333333;0.0;0.55
0.5;0.0;1.0;0.0;1.0;0.0;0.6666666666666666;0.0;0.75
0.5;0.25;1.0;0.0;0.0;0.0;0.0;0.0;0.55
0.75;0.25;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.55
0.5;0.25;1.0;0.0;0.0;0.0;0.0;0.02666666666666667;0.75
0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.7
0.75;0.0;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.85
0.75;0.0;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.85
0.75;0.75;1.0;0.0;1.0;0.0;0.0;0.10666666666666667;0.75
0.75;1.0;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.85
0.75;0.0;1.0;0.0;1.0;0.0;0.0;0.10666666666666667;0.7
0.75;0.0;1.0;0.0;0.0;0.0;0.0;0.12;0.5
0.75;0.5;1.0;0.0;1.0;0.0;0.0;0.0;0.65
0.75;0.0;1.0;0.0;1.0;0.0;0.0;0.05333333333333334;0.7
0.75;0.25;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.85
0.25;0.25;1.0;0.0;1.0;0.0;0.0;0.18666666666666668;0.85
0.5;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.65
0.5;0.25;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.7
1.0;0.75;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.55
1.0;0.5;1.0;0.0;0.0;1.0;0.0;0.16;0.55
0.75;0.0;1.0;0.0;1.0;0.0;0.6666666666666666;0.02666666666666667;0.45
1.0;0.75;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.5
0.25;0.0;1.0;0.0;1.0;0.0;0.0;0.05333333333333334;0.65
0.25;0.25;1.0;0.0;1.0;0.0;0.0;0.0;0.5
0.5;0.5;1.0;0.0;1.0;0.0;0.0;0.0;0.85
0.5;0.5;1.0;0.0;1.0;0.0;0.0;0.0;0.75
1.0;0.25;1.0;0.0;1.0;0.0;0.0;0.0;0.7
0.5;0.25;1.0;0.0;0.0;0.0;0.0;0.0;0.65
1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.85
1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.5
0.75;0.5;1.0;0.0;1.0;0.0;0.0;0.0;0.65
0.5;0.25;1.0;0.0;1.0;0.0;0.0;0.05333333333333334;0.75
1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.02666666666666667;0.55
1.0;0.75;0.0;1.0;0.0;0.0;0.0;0.0;0.6
0.75;0.25;1.0;0.0;1.0;0.0;0.0;0.0;0.5
1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.5
0.5;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.75
0.25;0.25;1.0;0.0;1.0;0.0;0.0;0.08;0.75
0.75;0.0;1.0;0.0;1.0;0.0;0.0;0.10666666666666667;0.6
0.5;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.6
0.75;0.0;1.0;0.0;1.0;0.0;0.0;0.08;0.7
1.0;0.5;1.0;0.0;0.0;0.0;0.0;0.10666666666666667;0.7
0.25;0.5;1.0;0.0;1.0;0.0;0.0;0.0;0.75
0.5;0.0;1.0;0.0;1.0;0.0;0.0;0.05333333333333334;0.75
0.5;0.5;1.0;0.0;1.0;0.0;0.0;0.0;0.8
0.5;0.25;1.0;0.0;1.0;0.0;0.0;0.0;0.65
0.5;0.5;1.0;0.0;1.0;0.0;0.0;0.08;0.85
0.0;0.25;1.0;0.0;1.0;0.0;0.0;0.24;0.7
0.5;0.25;1.0;0.0;1.0;0.0;0.0;0.0;0.7
0.5;0.5;1.0;0.0;1.0;0.0;0.0;0.05333333333333334;0.85
0.25;0.25;1.0;0.0;1.0;0.0;0.0;0.05333333333333334;0.85
1.0;0.5;1.0;0.0;1.0;0.0;0.0;0.0;0.7
0.5;0.5;1.0;0.0;1.0;0.0;0.0;0.0;0.65
0.75;0.25;1.0;0.0;1.0;0.0;0.0;0.13333333333333333;0.75
1.0;0.75;1.0;0.0;1.0;0.0;0.0;0.05333333333333334;0.8
0.5;0.75;1.0;0.0;0.0;1.0;0.3333333333333333;0.21333333333333335;0.55
0.25;0.0;0.0;1.0;1.0;0.0;0.3333333333333333;0.08;0.65
0.25;0.0;0.0;1.0;1.0;0.0;0.6666666666666666;0.0;0.6
0.75;0.5;1.0;0.0;0.0;1.0;0.0;0.14666666666666667;0.6
1.0;0.75;1.0;0.0;1.0;0.0;0.0;0.12;0.75
0.75;0.5;1.0;0.0;1.0;0.0;0.0;0.0;0.85
0.25;0.25;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.75
0.25;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.85
0.5;0.25;1.0;0.0;0.0;1.0;0.6666666666666666;0.28;0.5
0.25;0.5;1.0;0.0;1.0;0.0;0.0;0.10666666666666667;0.75
1.0;0.75;1.0;0.0;1.0;0.0;0.3333333333333333;0.06666666666666667;0.55
0.75;0.25;1.0;0.0;1.0;0.0;0.0;0.13333333333333333;0.9
0.75;0.25;1.0;0.0;1.0;0.0;0.0;0.06666666666666667;0.85
0.5;1.0;1.0;0.0;1.0;0.0;0.0;0.17333333333333334;0.7
0.75;0.75;1.0;0.0;0.0;0.0;0.0;0.13333333333333333;0.55
0.75;0.5;1.0;0.0;1.0;0.0;0.0;0.13333333333333333;0.85
0.0;0.0;1.0;0.0;1.0;0.0;0.3333333333333333;0.06666666666666667;0.5
0.25;0.25;1.0;0.0;1.0;0.0;0.0;0.05333333333333334;0.65
0.5;0.5;1.0;0.0;0.0;1.0;0.0;0.14666666666666667;0.55
0.75;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.6
0.5;0.0;1.0;0.0;1.0;0.0;0.3333333333333333;0.08;0.5
0.75;0.5;1.0;0.0;1.0;0.0;0.0;0.05333333333333334;0.55
0.25;0.25;1.0;0.0;1.0;0.0;0.0;0.0;0.85
0.75;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.45
0.25;0.5;1.0;0.0;1.0;0.0;0.0;0.06666666666666667;0.55
0.5;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.55
0.75;0.25;1.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.5
0.75;0.25;1.0;0.0;0.0;1.0;0.3333333333333333;0.0;0.35
0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.7
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.05333333333333334;0.55
0.5;0.25;1.0;0.0;1.0;0.0;0.0;0.0;0.5
0.5;0.25;1.0;0.0;1.0;0.0;0.3333333333333333;0.05333333333333334;0.4
0.5;0.25;1.0;0.0;1.0;0.0;0.0;0.0;0.6
1.0;0.5;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.6
0.5;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.8
1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.5;0.75;0.0;1.0;1.0;0.0;0.0;0.05333333333333334;0.45
0.75;0.25;1.0;0.0;1.0;0.0;0.0;0.0;0.7
0.75;0.25;1.0;0.0;1.0;0.0;0.0;0.09333333333333334;0.4
1.0;0.25;1.0;0.0;1.0;0.0;0.0;0.05333333333333334;0.55
1.0;0.75;1.0;0.0;0.0;0.0;0.0;0.10666666666666667;0.45
0.5;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.55
1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.10666666666666667;0.45
0.25;0.0;1.0;0.0;1.0;0.0;0.0;0.08;0.85
0.25;0.0;1.0;0.0;1.0;0.0;0.0;0.04;0.65
0.75;0.25;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.75
0.5;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.55
1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.05333333333333334;0.55
0.25;0.25;1.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.4
0.25;0.25;1.0;0.0;0.0;0.0;0.3333333333333333;0.04;0.4
0.25;0.5;1.0;0.0;0.0;0.0;0.0;0.0;0.45
0.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.75
1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.05333333333333334;0.55
0.25;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.65
0.5;0.0;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.5
0.5;0.0;1.0;0.0;0.0;0.0;0.0;0.013333333333333334;0.55
0.25;0.5;1.0;0.0;1.0;0.0;0.0;0.0;0.7
0.0;0.25;1.0;0.0;1.0;0.0;0.0;0.0;0.7
0.5;0.25;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.6
0.75;0.75;1.0;0.0;1.0;0.0;0.0;0.08;0.55
0.75;0.5;1.0;0.0;1.0;0.0;0.3333333333333333;0.12;0.4
0.5;0.5;1.0;0.0;1.0;0.0;0.0;0.0;0.55
0.75;0.0;1.0;0.0;1.0;0.0;0.0;0.013333333333333334;0.7
0.5;0.25;1.0;0.0;1.0;0.0;0.0;0.013333333333333334;0.65
0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.65
0.75;0.0;1.0;0.0;0.0;0.0;0.0;0.05333333333333334;0.6
0.75;0.5;1.0;0.0;1.0;0.0;0.3333333333333333;0.02666666666666667;0.6
0.25;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.8
0.5;0.5;1.0;0.0;1.0;0.0;0.0;0.05333333333333334;0.5
0.75;1.0;1.0;0.0;0.0;0.0;0.0;0.02666666666666667;0.55
0.25;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.7
0.5;0.0;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.4
0.5;0.75;1.0;0.0;1.0;0.0;0.0;0.14666666666666667;0.55
0.5;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.4
0.5;0.0;1.0;0.0;0.0;1.0;0.0;0.05333333333333334;0.5
0.75;0.0;1.0;0.0;0.0;1.0;0.3333333333333333;0.0;0.5
0.5;0.0;1.0;0.0;0.0;1.0;0.0;0.02666666666666667;0.55
0.0;0.5;1.0;0.0;0.0;1.0;0.0;0.0;0.45
1.0;0.25;1.0;0.0;0.0;1.0;0.0;0.013333333333333334;0.55
0.75;0.25;1.0;0.0;0.0;1.0;0.0;0.08;0.4
1.0;0.25;1.0;0.0;1.0;0.0;0.0;0.0;0.55
0.5;0.75;0.0;1.0;0.0;0.0;0.3333333333333333;0.013333333333333334;0.5
0.25;0.0;1.0;0.0;0.0;1.0;0.6666666666666666;0.08;0.5
0.0;0.0;1.0;0.0;0.0;1.0;0.3333333333333333;0.08;0.45
0.5;0.75;1.0;0.0;0.0;1.0;0.3333333333333333;0.0;0.5
0.5;0.0;1.0;0.0;0.0;1.0;0.3333333333333333;0.05333333333333334;0.5
0.75;0.0;1.0;0.0;1.0;0.0;0.3333333333333333;0.16;0.45
0.25;0.0;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.5
0.75;1.0;1.0;0.0;1.0;0.0;0.0;0.06666666666666667;0.5
1.0;0.5;1.0;0.0;0.0;1.0;0.0;0.0;0.45
0.75;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.65
0.75;0.25;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.7
1.0;0.75;0.0;1.0;1.0;0.0;0.3333333333333333;0.0;0.5
0.5;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.7
1.0;0.25;0.0;1.0;1.0;0.0;0.0;0.0;0.8
1.0;1.0;1.0;0.0;0.0;1.0;0.3333333333333333;0.16;0.35
1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.10666666666666667;0.65
1.0;1.0;1.0;0.0;0.0;0.0;0.3333333333333333;0.02666666666666667;0.45
0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.7
1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.65
1.0;0.25;1.0;0.0;1.0;0.0;0.0;0.0;0.55
0.75;0.75;1.0;0.0;1.0;0.0;0.3333333333333333;0.10666666666666667;0.5
0.5;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.5
1.0;0.25;1.0;0.0;1.0;0.0;0.3333333333333333;0.0;0.45
0.25;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9
0.25;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.85
1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.013333333333333334;0.5
0.25;0.0;1.0;0.0;1.0;0.0;0.3333333333333333;0.12;0.35
0.5;0.5;1.0;0.0;1.0;0.0;0.0;0.0;0.4
0.5;0.75;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.35
1.0;0.75;1.0;0.0;0.0;0.0;0.0;0.10666666666666667;0.5
0.5;0.5;1.0;0.0;1.0;0.0;0.0;0.0;0.8
1.0;0.75;1.0;0.0;0.0;0.0;0.0;0.0;0.75
0.25;0.5;1.0;0.0;1.0;0.0;0.3333333333333333;0.10666666666666667;0.4
0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.25;0.5;1.0;0.0;1.0;0.0;0.0;0.08;0.4
0.5;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.5
0.75;0.25;1.0;0.0;1.0;0.0;0.0;0.05333333333333334;0.4
1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.02666666666666667;0.3
0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.4
0.5;0.25;1.0;0.0;1.0;0.0;0.0;0.0;0.8
0.5;0.25;1.0;0.0;1.0;0.0;0.0;0.013333333333333334;0.7
0.5;0.25;1.0;0.0;1.0;0.0;0.0;0.0;0.5
0.5;0.25;0.0;1.0;1.0;0.0;0.0;0.06666666666666667;0.45
0.5;0.25;1.0;0.0;1.0;0.0;0.0;0.013333333333333334;0.55
0.75;1.0;1.0;0.0;1.0;0.0;0.0;0.10666666666666667;0.45
0.5;0.5;1.0;0.0;0.0;0.0;0.0;0.0;0.5
0.25;0.75;1.0;0.0;0.0;0.0;0.0;0.02666666666666667;0.4
0.25;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.8
0.25;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.6
1.0;0.5;1.0;0.0;1.0;0.0;0.0;0.14666666666666667;0.5
1.0;0.5;1.0;0.0;1.0;0.0;0.0;0.10666666666666667;0.7
0.5;0.25;1.0;0.0;1.0;0.0;0.0;0.14666666666666667;0.6
0.5;0.25;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.55
0.75;0.25;1.0;0.0;1.0;0.0;0.0;0.10666666666666667;0.5
0.5;0.25;1.0;0.0;1.0;0.0;0.0;0.06666666666666667;0.55
0.5;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.55
1.0;0.75;1.0;0.0;1.0;0.0;0.0;0.013333333333333334;0.6
0.5;0.5;1.0;0.0;1.0;0.0;1.0;0.02666666666666667;0.4
0.25;0.5;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.6
0.75;0.75;1.0;0.0;1.0;0.0;0.3333333333333333;0.10666666666666667;0.4
1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.8
0.25;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.55
1.0;0.25;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.55
0.5;0.5;1.0;0.0;1.0;0.0;0.0;0.0;0.9
0.25;0.25;1.0;0.0;1.0;0.0;0.0;0.0;0.65
0.25;0.25;0.0;1.0;0.0;0.0;0.0;0.0;0.65
0.5;0.75;1.0;0.0;0.0;1.0;0.6666666666666666;0.02666666666666667;0.5
0.25;0.0;1.0;0.0;1.0;0.0;0.0;0.05333333333333334;0.6
1.0;0.25;1.0;0.0;0.0;1.0;0.0;0.04;0.5
0.75;0.0;1.0;0.0;1.0;0.0;0.0;0.06666666666666667;0.65
0.75;0.75;1.0;0.0;1.0;0.0;0.0;0.05333333333333334;0.55
0.75;0.0;1.0;0.0;1.0;0.0;1.0;0.02666666666666667;0.5
1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.5
0.25;0.0;1.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.65
1.0;0.5;1.0;0.0;0.0;0.0;0.0;0.0;0.5
0.5;0.75;1.0;0.0;1.0;0.0;0.0;0.08;0.5
0.5;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.6
0.0;0.5;1.0;0.0;1.0;0.0;0.3333333333333333;0.0;0.0
1.0;0.5;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.5
1.0;0.75;1.0;0.0;1.0;0.0;0.0;0.0;0.45
0.5;0.5;1.0;0.0;0.0;1.0;0.3333333333333333;0.02666666666666667;0.45
0.0;0.25;1.0;0.0;0.0;1.0;0.3333333333333333;0.0;0.0
0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.05333333333333334;0.45
1.0;0.5;1.0;0.0;0.0;1.0;0.6666666666666666;0.12;0.4
0.5;0.75;1.0;0.0;1.0;0.0;0.0;0.08;0.4
0.5;0.5;1.0;0.0;0.0;1.0;1.0;0.05333333333333334;0.45
1.0;0.0;1.0;0.0;0.0;0.0;0.6666666666666666;0.10666666666666667;0.35
0.25;0.25;1.0;0.0;1.0;0.0;0.0;0.12;0.5
0.5;0.75;1.0;0.0;0.0;1.0;0.3333333333333333;0.16;0.5
0.75;0.75;1.0;0.0;1.0;0.0;0.0;0.10666666666666667;0.5
1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.10666666666666667;0.55
0.75;0.5;1.0;0.0;1.0;0.0;0.3333333333333333;0.10666666666666667;0.55
0.75;0.5;1.0;0.0;0.0;0.0;0.3333333333333333;0.05333333333333334;0.5
0.5;0.5;1.0;0.0;0.0;1.0;0.0;0.0;0.45
0.75;0.5;1.0;0.0;1.0;0.0;0.3333333333333333;0.05333333333333334;0.5
0.5;0.0;1.0;0.0;1.0;0.0;0.6666666666666666;0.02666666666666667;0.4
0.75;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.35
1.0;0.0;1.0;0.0;0.0;1.0;0.3333333333333333;0.0;0.0
0.5;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.55
0.5;0.25;0.0;1.0;0.0;1.0;0.0;0.06666666666666667;0.4
1.0;0.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.5;0.25;1.0;0.0;1.0;0.0;0.3333333333333333;0.04;0.4
0.25;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.45
0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.5
0.75;0.25;1.0;0.0;1.0;0.0;0.6666666666666666;0.04;0.35
1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.7
0.5;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.65
0.5;0.25;1.0;0.0;0.0;0.0;0.0;0.0;0.7
1.0;0.25;1.0;0.0;0.0;0.0;0.0;0.0;0.9
1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.04;0.85
0.5;0.25;1.0;0.0;1.0;0.0;0.0;0.0;0.9
0.5;0.0;1.0;0.0;1.0;0.0;0.3333333333333333;0.0;0.0
0.75;1.0;1.0;0.0;1.0;0.0;0.0;0.10666666666666667;0.55
1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.06666666666666667;0.7
0.5;0.75;1.0;0.0;0.0;1.0;0.0;0.05333333333333334;0.7
0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.05333333333333334;0.5
1.0;0.75;1.0;0.0;1.0;0.0;0.0;0.0;0.65
0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.25;0.25;1.0;0.0;0.0;1.0;0.3333333333333333;0.02666666666666667;0.5
1.0;0.5;1.0;0.0;0.0;1.0;0.3333333333333333;0.0;0.0
0.5;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.9
0.5;0.25;1.0;0.0;0.0;0.0;0.0;0.06666666666666667;0.6
0.5;0.25;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.55
0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.6
0.75;0.75;1.0;0.0;0.0;1.0;1.0;0.0;0.0
0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.06666666666666667;0.75
1.0;0.5;0.0;1.0;1.0;0.0;0.3333333333333333;0.05333333333333334;0.55
0.75;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.5
0.5;0.25;0.0;1.0;0.0;0.0;0.0;0.02666666666666667;0.6
0.5;0.25;1.0;0.0;1.0;0.0;0.0;0.0;0.75
0.25;0.25;1.0;0.0;1.0;0.0;0.0;0.02666666666666667;0.7
0.25;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.9
0.75;0.75;1.0;0.0;1.0;0.0;0.0;0.0;0.75
0.25;0.5;1.0;0.0;1.0;0.0;0.0;0.08;0.65
0.75;0.0;1.0;0.0;1.0;0.0;0.0;0.05333333333333334;0.75
0.25;0.25;1.0;0.0;0.0;0.0;0.0;0.0;0.65
0.75;0.75;0.0;1.0;1.0;0.0;0.0;0.0;0.45
0.25;0.25;1.0;0.0;1.0;0.0;0.0;0.0;0.8
0.0;0.25;1.0;0.0;1.0;0.0;0.3333333333333333;0.0;0.45
0.5;0.25;1.0;0.0;1.0;0.0;0.0;0.0;0.5
0.25;0.25;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.5;0.5;1.0;0.0;0.0;1.0;0.0;0.04;0.5
0.5;0.0;1.0;0.0;1.0;0.0;0.0;0.10666666666666667;0.6
1.0;0.5;1.0;0.0;1.0;0.0;0.0;0.05333333333333334;0.45
0.75;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.85
0.25;0.25;1.0;0.0;1.0;0.0;0.0;0.05333333333333334;0.6
0.5;0.0;1.0;0.0;1.0;0.0;0.3333333333333333;0.05333333333333334;0.45
0.5;0.75;1.0;0.0;1.0;0.0;0.0;0.013333333333333334;0.7
0.5;0.25;1.0;0.0;0.0;0.0;0.0;0.013333333333333334;0.8
0.75;0.5;1.0;0.0;0.0;0.0;0.0;0.13333333333333333;0.45
0.75;0.75;1.0;0.0;1.0;0.0;0.0;0.05333333333333334;0.95
0.5;0.5;1.0;0.0;1.0;0.0;0.0;0.0;0.0
0.5;0.0;1.0;0.0;1.0;0.0;0.0;0.05333333333333334;0.8
0.25;0.5;1.0;0.0;1.0;0.0;0.3333333333333333;0.0;0.0
0.5;0.5;0.0;1.0;1.0;0.0;0.3333333333333333;0.0;0.0
0.5;0.5;1.0;0.0;1.0;0.0;0.0;0.0;0.75
0.75;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.55
0.5;0.25;1.0;0.0;1.0;0.0;0.0;0.05333333333333334;0.5
0.25;0.25;1.0;0.0;1.0;0.0;0.3333333333333333;0.05333333333333334;0.5
0.75;0.0;1.0;0.0;0.0;0.0;0.0;0.05333333333333334;0.8
0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.08;0.45
1.0;0.75;1.0;0.0;1.0;0.0;0.0;0.08;0.5
0.0;0.75;1.0;0.0;1.0;0.0;0.0;0.05333333333333334;0.55
